env_id,move_cost,grass_max,repro_threshold,energy_init,mutation_sd,seed,final_tick,final_agents,final_predators,final_genetic_diversity,extinct,agents_50,agents_100,agents_200,agents_500,agents_1000,div_50,div_100,div_200,div_500,div_1000
1,12.59,25.27,121.61,73.28,0.1379,101,200,0,0,0.000000,true,3,2,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,12.59,25.27,121.61,73.28,0.1379,102,200,0,0,0.000000,true,5,3,0,0,0,0.096047,0.137572,0.000000,0.000000,0.000000
1,12.59,25.27,121.61,73.28,0.1379,103,200,0,0,0.000000,true,8,7,0,0,0,0.112653,0.135554,0.000000,0.000000,0.000000
1,12.59,25.27,121.61,73.28,0.1379,104,200,0,0,0.000000,true,4,4,0,0,0,0.144264,0.124951,0.000000,0.000000,0.000000
1,12.59,25.27,121.61,73.28,0.1379,105,200,0,0,0.000000,true,4,2,0,0,0,0.087101,0.130289,0.000000,0.000000,0.000000
2,3.32,32.61,150.25,51.13,0.0669,101,1000,18,0,0.164046,false,100,136,86,28,18,0.093162,0.109524,0.131139,0.240476,0.164046
2,3.32,32.61,150.25,51.13,0.0669,102,1000,10,0,0.094587,false,93,133,88,38,10,0.088011,0.113863,0.125224,0.211094,0.094587
2,3.32,32.61,150.25,51.13,0.0669,103,1000,25,0,0.295152,false,100,125,85,33,25,0.104382,0.113179,0.127193,0.211470,0.295152
2,3.32,32.61,150.25,51.13,0.0669,104,1000,24,0,0.271957,false,103,140,94,24,24,0.096673,0.107189,0.122052,0.215143,0.271957
2,3.32,32.61,150.25,51.13,0.0669,105,1000,13,0,0.122246,false,96,142,92,27,13,0.094003,0.120575,0.128617,0.240410,0.122246
3,13.22,33.77,101.40,34.11,0.1080,101,200,0,0,0.000000,true,3,2,0,0,0,0.104198,0.000000,0.000000,0.000000,0.000000
3,13.22,33.77,101.40,34.11,0.1080,102,200,0,0,0.000000,true,2,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
3,13.22,33.77,101.40,34.11,0.1080,103,200,0,0,0.000000,true,7,4,0,0,0,0.104391,0.073424,0.000000,0.000000,0.000000
3,13.22,33.77,101.40,34.11,0.1080,104,200,0,0,0.000000,true,2,2,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
3,13.22,33.77,101.40,34.11,0.1080,105,200,0,0,0.000000,true,5,3,0,0,0,0.080931,0.034009,0.000000,0.000000,0.000000
4,1.80,17.27,78.73,48.12,0.1021,101,1000,29,0,0.374876,false,117,153,90,56,29,0.155476,0.171196,0.200172,0.341466,0.374876
4,1.80,17.27,78.73,48.12,0.1021,102,1000,31,0,0.500086,false,121,155,98,48,31,0.156511,0.167806,0.204004,0.379332,0.500086
4,1.80,17.27,78.73,48.12,0.1021,103,1000,36,0,0.515758,false,121,154,91,50,36,0.152903,0.162049,0.195440,0.332332,0.515758
4,1.80,17.27,78.73,48.12,0.1021,104,1000,40,0,0.529899,false,114,153,104,51,40,0.157503,0.172413,0.203697,0.345952,0.529899
4,1.80,17.27,78.73,48.12,0.1021,105,1000,35,0,0.486752,false,117,151,87,51,35,0.146770,0.175776,0.209055,0.345953,0.486752
5,1.61,28.19,79.48,64.05,0.0856,101,1000,32,0,0.370560,false,130,182,134,52,32,0.135958,0.141321,0.166316,0.324531,0.370560
5,1.61,28.19,79.48,64.05,0.0856,102,1000,34,0,0.355806,false,131,178,127,55,34,0.138890,0.148801,0.165846,0.289181,0.355806
5,1.61,28.19,79.48,64.05,0.0856,103,1000,34,0,0.430292,false,128,181,136,67,34,0.141207,0.143071,0.171284,0.293817,0.430292
5,1.61,28.19,79.48,64.05,0.0856,104,1000,34,0,0.331799,false,136,171,121,31,34,0.131679,0.138868,0.172700,0.297405,0.331799
5,1.61,28.19,79.48,64.05,0.0856,105,1000,42,0,0.422989,false,124,164,125,61,42,0.135933,0.153161,0.184193,0.308274,0.422989
6,6.32,24.54,178.80,38.77,0.1171,101,1000,14,0,0.483529,false,42,51,23,25,14,0.130893,0.142553,0.230539,0.373613,0.483529
6,6.32,24.54,178.80,38.77,0.1171,102,1000,13,0,0.437165,false,45,55,38,14,13,0.146299,0.148355,0.247109,0.348501,0.437165
6,6.32,24.54,178.80,38.77,0.1171,103,1000,17,0,0.487582,false,46,56,30,20,17,0.129003,0.161845,0.210090,0.339538,0.487582
6,6.32,24.54,178.80,38.77,0.1171,104,687,0,0,0.000000,true,53,61,24,15,0,0.137409,0.153545,0.201699,0.324040,0.000000
6,6.32,24.54,178.80,38.77,0.1171,105,1000,6,0,0.140500,false,40,51,29,5,6,0.134002,0.166020,0.241611,0.130357,0.140500
7,6.44,12.11,158.30,43.51,0.0157,101,1000,6,0,0.018697,false,42,41,10,23,6,0.016939,0.018811,0.027800,0.048382,0.018697
7,6.44,12.11,158.30,43.51,0.0157,102,1000,1,0,0.000000,false,35,38,9,7,1,0.016442,0.018981,0.027291,0.037568,0.000000
7,6.44,12.11,158.30,43.51,0.0157,103,1000,8,0,0.020719,false,39,42,12,9,8,0.018215,0.020498,0.028469,0.043141,0.020719
7,6.44,12.11,158.30,43.51,0.0157,104,1000,7,0,0.021869,false,48,41,13,7,7,0.017739,0.019218,0.027642,0.024415,0.021869
7,6.44,12.11,158.30,43.51,0.0157,105,1000,6,0,0.022397,false,33,31,12,5,6,0.016623,0.020692,0.027146,0.013538,0.022397
8,1.59,34.87,123.81,74.19,0.0414,101,1000,33,0,0.203480,false,138,189,148,45,33,0.066926,0.072433,0.088143,0.141547,0.203480
8,1.59,34.87,123.81,74.19,0.0414,102,1000,36,0,0.168204,false,126,183,156,53,36,0.062779,0.073042,0.079748,0.145284,0.168204
8,1.59,34.87,123.81,74.19,0.0414,103,1000,45,0,0.176802,false,137,190,153,56,45,0.065668,0.068624,0.083716,0.141843,0.176802
8,1.59,34.87,123.81,74.19,0.0414,104,1000,38,0,0.184928,false,136,199,157,47,38,0.057425,0.072347,0.081995,0.146346,0.184928
8,1.59,34.87,123.81,74.19,0.0414,105,1000,34,0,0.225438,false,131,187,145,43,34,0.064552,0.070700,0.079223,0.142311,0.225438
9,10.54,25.82,178.09,25.64,0.0663,101,200,0,0,0.000000,true,7,6,0,0,0,0.057761,0.043861,0.000000,0.000000,0.000000
9,10.54,25.82,178.09,25.64,0.0663,102,1000,1,0,0.000000,false,5,7,2,1,1,0.061716,0.084005,0.000000,0.000000,0.000000
9,10.54,25.82,178.09,25.64,0.0663,103,200,0,0,0.000000,true,5,6,0,0,0,0.072349,0.081827,0.000000,0.000000,0.000000
9,10.54,25.82,178.09,25.64,0.0663,104,1000,2,0,0.064014,false,8,8,2,1,2,0.066152,0.076419,0.000000,0.000000,0.064014
9,10.54,25.82,178.09,25.64,0.0663,105,200,0,0,0.000000,true,5,4,0,0,0,0.081113,0.034236,0.000000,0.000000,0.000000
10,19.99,21.02,159.72,78.16,0.1276,101,54,0,0,0.000000,true,1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
10,19.99,21.02,159.72,78.16,0.1276,102,76,0,0,0.000000,true,1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
10,19.99,21.02,159.72,78.16,0.1276,103,89,0,0,0.000000,true,1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
10,19.99,21.02,159.72,78.16,0.1276,104,45,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
10,19.99,21.02,159.72,78.16,0.1276,105,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
11,5.59,19.41,132.26,65.79,0.0755,101,1000,20,0,0.290050,false,67,65,26,20,20,0.099440,0.102394,0.139554,0.220446,0.290050
11,5.59,19.41,132.26,65.79,0.0755,102,1000,7,0,0.098476,false,57,65,23,22,7,0.088835,0.095029,0.130243,0.220714,0.098476
11,5.59,19.41,132.26,65.79,0.0755,103,1000,10,0,0.137446,false,63,70,24,22,10,0.086387,0.106696,0.139826,0.257309,0.137446
11,5.59,19.41,132.26,65.79,0.0755,104,1000,8,0,0.090792,false,67,77,16,8,8,0.092593,0.115917,0.116610,0.103257,0.090792
11,5.59,19.41,132.26,65.79,0.0755,105,1000,8,0,0.113523,false,66,66,27,12,8,0.089879,0.099320,0.150072,0.187636,0.113523
12,2.23,8.66,175.25,95.94,0.0516,101,1000,21,0,0.252584,false,104,106,46,51,21,0.080028,0.076645,0.097688,0.180330,0.252584
12,2.23,8.66,175.25,95.94,0.0516,102,1000,31,0,0.270906,false,104,107,51,45,31,0.081148,0.075378,0.098459,0.173401,0.270906
12,2.23,8.66,175.25,95.94,0.0516,103,1000,31,0,0.192535,false,110,110,45,48,31,0.072961,0.074549,0.093019,0.173204,0.192535
12,2.23,8.66,175.25,95.94,0.0516,104,1000,30,0,0.241288,false,108,113,48,45,30,0.080610,0.076648,0.096709,0.164853,0.241288
12,2.23,8.66,175.25,95.94,0.0516,105,1000,27,0,0.211859,false,99,110,45,42,27,0.074752,0.080208,0.091397,0.184071,0.211859
13,13.10,17.65,104.72,86.27,0.1404,101,200,0,0,0.000000,true,4,3,0,0,0,0.142934,0.142059,0.000000,0.000000,0.000000
13,13.10,17.65,104.72,86.27,0.1404,102,200,0,0,0.000000,true,2,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
13,13.10,17.65,104.72,86.27,0.1404,103,200,0,0,0.000000,true,7,5,0,0,0,0.122876,0.136767,0.000000,0.000000,0.000000
13,13.10,17.65,104.72,86.27,0.1404,104,200,0,0,0.000000,true,4,1,0,0,0,0.092316,0.000000,0.000000,0.000000,0.000000
13,13.10,17.65,104.72,86.27,0.1404,105,200,0,0,0.000000,true,5,2,0,0,0,0.080594,0.000000,0.000000,0.000000,0.000000
14,13.98,20.90,59.91,27.51,0.1931,101,48,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
14,13.98,20.90,59.91,27.51,0.1931,102,20,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
14,13.98,20.90,59.91,27.51,0.1931,103,200,0,0,0.000000,true,2,2,0,0,0,0.188480,0.000000,0.000000,0.000000,0.000000
14,13.98,20.90,59.91,27.51,0.1931,104,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
14,13.98,20.90,59.91,27.51,0.1931,105,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
15,7.19,40.07,156.69,81.26,0.0241,101,1000,12,0,0.083592,false,43,36,21,25,12,0.026717,0.029366,0.050018,0.079614,0.083592
15,7.19,40.07,156.69,81.26,0.0241,102,1000,6,0,0.035196,false,41,34,27,23,6,0.026623,0.031760,0.047209,0.062219,0.035196
15,7.19,40.07,156.69,81.26,0.0241,103,1000,13,0,0.071787,false,50,41,20,16,13,0.027425,0.029914,0.044515,0.071693,0.071787
15,7.19,40.07,156.69,81.26,0.0241,104,1000,13,0,0.087595,false,51,44,25,15,13,0.027581,0.029914,0.046294,0.062511,0.087595
15,7.19,40.07,156.69,81.26,0.0241,105,1000,18,0,0.095245,false,43,37,27,14,18,0.027831,0.030826,0.050357,0.064494,0.095245
16,13.92,9.53,143.52,95.37,0.0928,101,200,0,0,0.000000,true,3,1,0,0,0,0.061512,0.000000,0.000000,0.000000,0.000000
16,13.92,9.53,143.52,95.37,0.0928,102,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
16,13.92,9.53,143.52,95.37,0.0928,103,200,0,0,0.000000,true,2,2,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
16,13.92,9.53,143.52,95.37,0.0928,104,200,0,0,0.000000,true,2,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
16,13.92,9.53,143.52,95.37,0.0928,105,48,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
17,19.47,47.19,160.91,47.41,0.1565,101,46,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
17,19.47,47.19,160.91,47.41,0.1565,102,19,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
17,19.47,47.19,160.91,47.41,0.1565,103,92,0,0,0.000000,true,1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
17,19.47,47.19,160.91,47.41,0.1565,104,64,0,0,0.000000,true,1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
17,19.47,47.19,160.91,47.41,0.1565,105,200,0,0,0.000000,true,2,1,0,0,0,0.138555,0.000000,0.000000,0.000000,0.000000
18,11.75,20.82,62.95,73.21,0.1161,101,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
18,11.75,20.82,62.95,73.21,0.1161,102,200,0,0,0.000000,true,6,5,0,0,0,0.092318,0.102156,0.000000,0.000000,0.000000
18,11.75,20.82,62.95,73.21,0.1161,103,200,0,0,0.000000,true,8,8,0,0,0,0.123386,0.108061,0.000000,0.000000,0.000000
18,11.75,20.82,62.95,73.21,0.1161,104,210,0,0,0.000000,true,12,10,1,0,0,0.107481,0.134254,0.000000,0.000000,0.000000
18,11.75,20.82,62.95,73.21,0.1161,105,200,0,0,0.000000,true,4,2,0,0,0,0.092551,0.000000,0.000000,0.000000,0.000000
19,5.99,28.96,175.34,51.68,0.0321,101,1000,8,0,0.047506,false,49,49,22,24,8,0.036814,0.038700,0.064768,0.088823,0.047506
19,5.99,28.96,175.34,51.68,0.0321,102,1000,7,0,0.041749,false,50,60,31,25,7,0.033894,0.044398,0.056388,0.094413,0.041749
19,5.99,28.96,175.34,51.68,0.0321,103,1000,26,0,0.152130,false,62,72,30,22,26,0.035539,0.045691,0.055969,0.095549,0.152130
19,5.99,28.96,175.34,51.68,0.0321,104,1000,9,0,0.041722,false,51,65,34,10,9,0.038405,0.050043,0.063087,0.080534,0.041722
19,5.99,28.96,175.34,51.68,0.0321,105,1000,8,0,0.035778,false,50,57,41,20,8,0.037404,0.045538,0.061122,0.090670,0.035778
20,8.96,5.20,169.00,95.45,0.0612,101,226,0,0,0.000000,true,13,4,1,0,0,0.056141,0.049309,0.000000,0.000000,0.000000
20,8.96,5.20,169.00,95.45,0.0612,102,390,0,0,0.000000,true,15,7,5,0,0,0.062812,0.055146,0.086848,0.000000,0.000000
20,8.96,5.20,169.00,95.45,0.0612,103,360,0,0,0.000000,true,15,7,3,0,0,0.052545,0.056321,0.115300,0.000000,0.000000
20,8.96,5.20,169.00,95.45,0.0612,104,320,0,0,0.000000,true,14,8,3,0,0,0.060791,0.047738,0.125963,0.000000,0.000000
20,8.96,5.20,169.00,95.45,0.0612,105,385,0,0,0.000000,true,10,7,1,0,0,0.051703,0.042661,0.000000,0.000000,0.000000
21,5.10,44.54,97.82,66.22,0.1321,101,1000,7,0,0.171951,false,77,102,60,28,7,0.167919,0.199584,0.258760,0.403199,0.171951
21,5.10,44.54,97.82,66.22,0.1321,102,1000,17,0,0.493765,false,79,91,55,24,17,0.168042,0.206435,0.250996,0.449658,0.493765
21,5.10,44.54,97.82,66.22,0.1321,103,1000,22,0,0.444854,false,78,91,62,29,22,0.188824,0.203334,0.266604,0.410511,0.444854
21,5.10,44.54,97.82,66.22,0.1321,104,1000,19,0,0.422348,false,75,94,66,22,19,0.177393,0.201742,0.251818,0.421050,0.422348
21,5.10,44.54,97.82,66.22,0.1321,105,1000,15,0,0.445304,false,73,81,58,26,15,0.177529,0.190959,0.258691,0.386878,0.445304
22,9.61,13.30,169.85,32.02,0.0184,101,1000,1,0,0.000000,false,9,6,3,2,1,0.019309,0.016645,0.025228,0.000000,0.000000
22,9.61,13.30,169.85,32.02,0.0184,102,1000,2,0,0.017606,false,6,4,2,2,2,0.020725,0.008881,0.036302,0.018103,0.017606
22,9.61,13.30,169.85,32.02,0.0184,103,606,0,0,0.000000,true,9,9,5,1,0,0.016283,0.021063,0.024883,0.000000,0.000000
22,9.61,13.30,169.85,32.02,0.0184,104,1000,5,0,0.033962,false,9,9,3,6,5,0.018473,0.018282,0.027093,0.024468,0.033962
22,9.61,13.30,169.85,32.02,0.0184,105,1000,2,0,0.018223,false,4,1,1,2,2,0.009304,0.000000,0.000000,0.000000,0.018223
23,10.92,42.99,184.39,72.09,0.1379,101,200,0,0,0.000000,true,12,8,0,0,0,0.158756,0.119895,0.000000,0.000000,0.000000
23,10.92,42.99,184.39,72.09,0.1379,102,460,0,0,0.000000,true,10,8,1,0,0,0.140072,0.146402,0.000000,0.000000,0.000000
23,10.92,42.99,184.39,72.09,0.1379,103,200,0,0,0.000000,true,11,8,0,0,0,0.133903,0.133558,0.000000,0.000000,0.000000
23,10.92,42.99,184.39,72.09,0.1379,104,215,0,0,0.000000,true,12,7,1,0,0,0.133084,0.122677,0.000000,0.000000,0.000000
23,10.92,42.99,184.39,72.09,0.1379,105,200,0,0,0.000000,true,6,4,0,0,0,0.112426,0.126909,0.000000,0.000000,0.000000
24,16.40,44.80,146.54,35.91,0.0777,101,46,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
24,16.40,44.80,146.54,35.91,0.0777,102,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
24,16.40,44.80,146.54,35.91,0.0777,103,63,0,0,0.000000,true,1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
24,16.40,44.80,146.54,35.91,0.0777,104,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
24,16.40,44.80,146.54,35.91,0.0777,105,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
25,11.88,20.25,89.05,38.64,0.0783,101,200,0,0,0.000000,true,6,3,0,0,0,0.079421,0.025674,0.000000,0.000000,0.000000
25,11.88,20.25,89.05,38.64,0.0783,102,200,0,0,0.000000,true,3,2,0,0,0,0.082127,0.078584,0.000000,0.000000,0.000000
25,11.88,20.25,89.05,38.64,0.0783,103,200,0,0,0.000000,true,5,4,0,0,0,0.056118,0.051916,0.000000,0.000000,0.000000
25,11.88,20.25,89.05,38.64,0.0783,104,200,0,0,0.000000,true,5,4,0,0,0,0.071473,0.083122,0.000000,0.000000,0.000000
25,11.88,20.25,89.05,38.64,0.0783,105,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
26,11.22,18.81,187.31,31.77,0.1390,101,200,0,0,0.000000,true,3,2,0,0,0,0.044059,0.122521,0.000000,0.000000,0.000000
26,11.22,18.81,187.31,31.77,0.1390,102,232,0,0,0.000000,true,2,2,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
26,11.22,18.81,187.31,31.77,0.1390,103,200,0,0,0.000000,true,8,8,0,0,0,0.153600,0.166593,0.000000,0.000000,0.000000
26,11.22,18.81,187.31,31.77,0.1390,104,220,0,0,0.000000,true,5,3,1,0,0,0.125393,0.133450,0.000000,0.000000,0.000000
26,11.22,18.81,187.31,31.77,0.1390,105,320,0,0,0.000000,true,5,5,1,0,0,0.092262,0.108688,0.000000,0.000000,0.000000
27,7.02,47.44,156.01,48.39,0.1143,101,1000,15,0,0.451120,false,35,34,22,25,15,0.143225,0.143049,0.227921,0.323962,0.451120
27,7.02,47.44,156.01,48.39,0.1143,102,1000,13,0,0.400205,false,35,38,32,18,13,0.124911,0.128175,0.218062,0.300439,0.400205
27,7.02,47.44,156.01,48.39,0.1143,103,1000,7,0,0.149863,false,44,49,23,23,7,0.125239,0.157155,0.232284,0.337491,0.149863
27,7.02,47.44,156.01,48.39,0.1143,104,1000,5,0,0.134450,false,40,43,26,11,5,0.132485,0.146637,0.230880,0.289820,0.134450
27,7.02,47.44,156.01,48.39,0.1143,105,1000,15,0,0.457727,false,34,36,25,20,15,0.122695,0.153949,0.224259,0.341430,0.457727
28,2.54,42.51,72.20,96.59,0.0604,101,1000,35,0,0.262313,false,113,147,127,46,35,0.086238,0.101507,0.114669,0.195555,0.262313
28,2.54,42.51,72.20,96.59,0.0604,102,1000,24,0,0.273585,false,121,168,121,50,24,0.095704,0.097499,0.121620,0.205817,0.273585
28,2.54,42.51,72.20,96.59,0.0604,103,1000,31,0,0.291108,false,124,169,136,39,31,0.093038,0.101389,0.126063,0.218053,0.291108
28,2.54,42.51,72.20,96.59,0.0604,104,1000,17,0,0.171428,false,122,178,131,28,17,0.093487,0.099593,0.122412,0.216226,0.171428
28,2.54,42.51,72.20,96.59,0.0604,105,1000,33,0,0.182776,false,125,166,119,29,33,0.097020,0.096786,0.110487,0.198741,0.182776
29,17.52,33.26,109.79,77.23,0.0824,101,68,0,0,0.000000,true,1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
29,17.52,33.26,109.79,77.23,0.0824,102,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
29,17.52,33.26,109.79,77.23,0.0824,103,171,0,0,0.000000,true,2,1,0,0,0,0.080026,0.000000,0.000000,0.000000,0.000000
29,17.52,33.26,109.79,77.23,0.0824,104,200,0,0,0.000000,true,2,2,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
29,17.52,33.26,109.79,77.23,0.0824,105,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
30,4.89,35.30,173.16,16.14,0.1055,101,1000,25,0,0.390025,false,61,83,61,33,25,0.128267,0.163324,0.201942,0.314977,0.390025
30,4.89,35.30,173.16,16.14,0.1055,102,1000,9,0,0.152508,false,46,76,63,10,9,0.138359,0.168886,0.227600,0.268664,0.152508
30,4.89,35.30,173.16,16.14,0.1055,103,1000,9,0,0.198250,false,61,86,76,11,9,0.140028,0.162677,0.214946,0.274067,0.198250
30,4.89,35.30,173.16,16.14,0.1055,104,1000,14,0,0.236797,false,57,80,76,24,14,0.135494,0.163672,0.222267,0.366510,0.236797
30,4.89,35.30,173.16,16.14,0.1055,105,1000,13,0,0.467470,false,47,67,56,23,13,0.128371,0.163848,0.216448,0.321040,0.467470
31,10.24,20.60,199.71,29.08,0.0430,101,1000,1,0,0.000000,false,8,7,1,1,1,0.053179,0.050527,0.000000,0.000000,0.000000
31,10.24,20.60,199.71,29.08,0.0430,102,210,0,0,0.000000,true,7,6,1,0,0,0.041482,0.051114,0.000000,0.000000,0.000000
31,10.24,20.60,199.71,29.08,0.0430,103,393,0,0,0.000000,true,5,3,4,0,0,0.038123,0.028613,0.052985,0.000000,0.000000
31,10.24,20.60,199.71,29.08,0.0430,104,738,0,0,0.000000,true,7,9,4,3,0,0.040403,0.044228,0.041136,0.014582,0.000000
31,10.24,20.60,199.71,29.08,0.0430,105,200,0,0,0.000000,true,4,3,0,0,0,0.033405,0.028956,0.000000,0.000000,0.000000
32,10.91,13.59,75.90,95.09,0.0135,101,200,0,0,0.000000,true,9,4,0,0,0,0.014214,0.004524,0.000000,0.000000,0.000000
32,10.91,13.59,75.90,95.09,0.0135,102,73,0,0,0.000000,true,2,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
32,10.91,13.59,75.90,95.09,0.0135,103,200,0,0,0.000000,true,12,9,0,0,0,0.012803,0.013648,0.000000,0.000000,0.000000
32,10.91,13.59,75.90,95.09,0.0135,104,200,0,0,0.000000,true,5,3,0,0,0,0.009235,0.009286,0.000000,0.000000,0.000000
32,10.91,13.59,75.90,95.09,0.0135,105,200,0,0,0.000000,true,10,6,0,0,0,0.011262,0.011990,0.000000,0.000000,0.000000
33,9.33,7.08,166.97,53.49,0.0193,101,421,0,0,0.000000,true,7,3,1,0,0,0.017511,0.018736,0.000000,0.000000,0.000000
33,9.33,7.08,166.97,53.49,0.0193,102,1000,1,0,0.000000,false,7,5,2,3,1,0.015978,0.013668,0.035301,0.012045,0.000000
33,9.33,7.08,166.97,53.49,0.0193,103,571,0,0,0.000000,true,9,5,4,1,0,0.017526,0.019103,0.038836,0.000000,0.000000
33,9.33,7.08,166.97,53.49,0.0193,104,440,0,0,0.000000,true,10,4,1,0,0,0.016899,0.016088,0.000000,0.000000,0.000000
33,9.33,7.08,166.97,53.49,0.0193,105,583,0,0,0.000000,true,11,7,2,1,0,0.017493,0.015859,0.000000,0.000000,0.000000
34,8.78,15.23,122.60,41.85,0.1936,101,1000,3,0,0.792965,false,16,12,6,7,3,0.218814,0.241396,0.248286,0.345137,0.792965
34,8.78,15.23,122.60,41.85,0.1936,102,1000,7,0,0.767173,false,13,10,7,11,7,0.218196,0.195017,0.345650,0.522389,0.767173
34,8.78,15.23,122.60,41.85,0.1936,103,1000,6,0,0.649417,false,17,16,8,8,6,0.225593,0.206201,0.323795,0.482619,0.649417
34,8.78,15.23,122.60,41.85,0.1936,104,1000,5,0,0.621413,false,17,11,5,14,5,0.193570,0.213822,0.326424,0.607754,0.621413
34,8.78,15.23,122.60,41.85,0.1936,105,1000,2,0,0.202726,false,9,8,5,5,2,0.165183,0.193301,0.197075,0.211548,0.202726
35,13.34,9.21,169.95,94.83,0.1470,101,52,0,0,0.000000,true,1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
35,13.34,9.21,169.95,94.83,0.1470,102,200,0,0,0.000000,true,3,1,0,0,0,0.089461,0.000000,0.000000,0.000000,0.000000
35,13.34,9.21,169.95,94.83,0.1470,103,200,0,0,0.000000,true,5,2,0,0,0,0.149763,0.000000,0.000000,0.000000,0.000000
35,13.34,9.21,169.95,94.83,0.1470,104,86,0,0,0.000000,true,4,0,0,0,0,0.101890,0.000000,0.000000,0.000000,0.000000
35,13.34,9.21,169.95,94.83,0.1470,105,200,0,0,0.000000,true,2,1,0,0,0,0.134154,0.000000,0.000000,0.000000,0.000000
36,16.39,17.85,191.86,67.54,0.1500,101,38,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
36,16.39,17.85,191.86,67.54,0.1500,102,200,0,0,0.000000,true,3,2,0,0,0,0.146130,0.000000,0.000000,0.000000,0.000000
36,16.39,17.85,191.86,67.54,0.1500,103,200,0,0,0.000000,true,2,1,0,0,0,0.146394,0.000000,0.000000,0.000000,0.000000
36,16.39,17.85,191.86,67.54,0.1500,104,200,0,0,0.000000,true,3,3,0,0,0,0.152853,0.115009,0.000000,0.000000,0.000000
36,16.39,17.85,191.86,67.54,0.1500,105,200,0,0,0.000000,true,2,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
37,2.21,10.92,178.62,71.29,0.1748,101,1000,19,0,0.803772,false,101,112,53,37,19,0.253173,0.265246,0.329301,0.621824,0.803772
37,2.21,10.92,178.62,71.29,0.1748,102,1000,25,0,0.794394,false,104,119,63,44,25,0.234402,0.269762,0.326312,0.595784,0.794394
37,2.21,10.92,178.62,71.29,0.1748,103,1000,25,0,0.826274,false,105,118,52,38,25,0.260336,0.266041,0.324667,0.552980,0.826274
37,2.21,10.92,178.62,71.29,0.1748,104,1000,14,0,0.565062,false,112,123,55,38,14,0.264286,0.272629,0.303504,0.557030,0.565062
37,2.21,10.92,178.62,71.29,0.1748,105,1000,13,0,0.530823,false,108,121,54,45,13,0.258911,0.279026,0.338688,0.548594,0.530823
38,12.89,38.67,72.40,30.43,0.1229,101,200,0,0,0.000000,true,4,4,0,0,0,0.099468,0.119375,0.000000,0.000000,0.000000
38,12.89,38.67,72.40,30.43,0.1229,102,200,0,0,0.000000,true,4,3,0,0,0,0.120604,0.040493,0.000000,0.000000,0.000000
38,12.89,38.67,72.40,30.43,0.1229,103,200,0,0,0.000000,true,4,3,0,0,0,0.112284,0.088612,0.000000,0.000000,0.000000
38,12.89,38.67,72.40,30.43,0.1229,104,200,0,0,0.000000,true,2,2,0,0,0,0.122836,0.122836,0.000000,0.000000,0.000000
